,location code,user id,credit card info save,add to wishlist,desktop sessions,app sessions,desktop transactions,promotion clicks,sale product views,app transactions,customer service calls,churn
915,UAE,4044611,no,0,101,17,12,87,124,3,2,Yes
916,US,3732339,no,0,103,17,24,125,113,5,2,Yes
917,US,4103503,no,0,109,19,10,96,84,6,0,Yes
918,UAE,4104739,no,0,216,37,18,108,130,2,1,Yes
919,US,3653562,no,0,203,35,11,97,113,4,1,Yes
920,India,3877641,no,0,110,19,14,59,94,2,1,Yes
921,US,3859744,no,0,111,19,19,84,89,14,1,Yes
922,US,3985006,no,0,240,41,12,51,106,5,1,Yes
923,US,4083977,no,0,145,25,10,66,79,3,1,Yes
924,UAE,3342729,no,0,135,23,18,85,103,4,1,Yes
925,US,3347685,no,0,84,14,7,103,79,2,1,Yes
926,US,3509228,no,0,209,36,9,80,90,6,0,Yes
927,US,4075774,no,24,130,22,17,61,123,5,0,Yes
928,India,4134039,no,24,176,30,13,98,64,5,2,Yes
929,US,3432077,no,0,242,41,12,112,105,5,1,Yes
930,US,3365661,no,0,137,23,19,105,114,4,0,Yes
931,India,3554143,no,0,68,12,17,86,137,2,1,Yes
932,US,3665918,no,0,200,34,26,105,118,2,1,Yes
933,India,3687555,yes,0,126,21,18,96,143,4,1,No
934,UAE,4082119,no,0,128,22,11,105,123,2,1,Yes
935,UAE,3292789,no,0,226,38,19,107,92,3,4,Yes
936,India,3341508,no,37,162,28,20,115,94,4,0,Yes
937,US,3371506,no,0,224,38,13,97,74,2,2,Yes
938,US,3968400,no,0,121,20,16,52,107,2,1,Yes
939,UAE,3492654,no,0,91,15,15,115,89,8,2,Yes
940,US,4172716,no,0,169,29,21,107,106,4,0,Yes
941,India,4021725,no,0,154,26,24,115,85,5,2,Yes
942,US,4033229,no,0,226,38,12,114,110,2,0,Yes
943,India,3536056,no,0,192,33,18,127,88,2,1,Yes
944,US,3999802,no,28,168,29,16,105,103,6,4,No
945,US,3667069,no,0,180,31,12,77,120,6,2,Yes
946,UAE,3325949,no,0,257,44,22,91,107,5,2,No
947,US,3936376,no,28,174,30,14,80,130,4,1,Yes
948,UAE,3547025,no,0,160,27,13,121,114,3,1,Yes
949,UAE,3516585,no,0,237,40,19,87,81,3,1,Yes
950,US,3305462,no,0,103,18,21,103,89,3,1,Yes
951,US,4072292,no,0,154,26,20,89,77,2,4,Yes
952,US,3403011,no,0,205,35,14,95,142,2,3,Yes
953,US,3459153,no,39,176,30,16,94,118,3,2,Yes
954,India,3795503,no,0,156,27,19,112,116,8,2,Yes
955,US,3896790,no,34,154,26,19,142,103,5,0,Yes
956,US,4083610,no,23,210,36,16,63,111,3,2,Yes
957,US,3758238,yes,0,150,26,24,73,121,15,0,Yes
958,India,3785633,no,23,232,40,16,88,128,3,3,Yes
959,UAE,3899120,no,0,165,28,10,87,118,5,2,Yes
960,US,3802758,no,0,199,34,16,12,85,3,3,Yes
961,UAE,4022728,no,0,218,37,27,51,110,3,0,Yes
962,US,3549062,no,0,212,36,13,88,111,2,3,Yes
963,US,4172054,no,30,154,26,14,97,83,5,1,Yes
964,UAE,3531941,no,31,194,33,17,98,102,2,1,Yes
965,US,3281522,no,0,175,30,21,105,85,4,0,Yes
966,India,4084529,no,22,152,26,22,131,109,5,2,No
967,UAE,4175320,no,0,230,39,16,121,100,3,0,Yes
968,UAE,3709755,no,33,175,30,21,105,116,3,1,No
969,US,3724835,no,0,190,32,22,64,92,4,0,Yes
970,US,3346605,no,0,176,30,19,123,50,1,1,Yes
971,US,3995564,no,0,161,27,21,65,97,5,3,Yes
972,US,3922887,no,0,229,39,14,99,90,3,1,Yes
973,UAE,3282110,no,0,144,24,15,100,93,2,0,Yes
974,India,3835976,no,31,136,23,23,84,89,7,6,Yes
975,India,3326181,no,0,334,57,16,104,83,6,0,No
976,US,3305255,no,0,131,22,11,117,63,6,0,Yes
977,UAE,4135190,no,21,134,23,14,128,90,2,4,No
978,US,3947447,no,0,278,47,23,114,118,4,4,No
979,US,3537096,no,0,105,18,18,122,126,5,0,Yes
980,India,3956002,no,0,189,32,17,104,124,8,3,Yes
981,UAE,3729816,no,24,112,19,20,102,81,4,1,Yes
982,US,4007253,no,33,159,27,13,101,108,18,1,Yes
983,India,3447470,no,0,212,36,19,118,105,4,1,Yes
984,US,3788572,no,0,142,24,26,111,82,1,1,Yes
985,US,3459140,yes,0,347,59,21,79,102,9,1,No
986,US,3405460,no,15,114,19,12,146,137,9,1,Yes
987,US,3698024,yes,27,268,46,22,74,106,2,1,No
988,India,3958595,no,0,171,29,10,128,115,4,3,Yes
989,UAE,3594587,no,0,275,47,16,62,126,3,1,Yes
990,US,3755439,no,31,197,34,21,70,104,2,0,Yes
991,US,3613779,no,35,193,33,11,101,101,2,2,Yes
992,India,3758934,no,26,92,16,13,119,103,5,1,Yes
993,India,3954757,no,0,126,21,12,106,96,2,0,Yes
994,India,4217205,no,33,252,43,20,110,87,6,3,Yes
995,India,3798805,no,0,191,32,13,95,97,5,1,Yes
996,India,3482150,no,0,116,20,17,99,103,5,0,Yes
997,US,4179128,no,0,217,37,18,95,76,3,2,Yes
998,India,3514226,no,0,179,31,20,99,105,3,0,Yes
999,US,3306630,no,0,208,35,14,94,91,3,0,Yes
1000,UAE,3879137,no,0,277,47,19,117,103,4,2,No
1001,US,3723987,no,0,125,21,14,121,94,4,1,Yes
1002,UAE,4085183,no,32,138,23,14,72,115,3,2,Yes
1003,India,4129357,no,38,169,29,19,97,86,3,0,Yes
1004,US,4023599,no,27,201,34,12,89,127,3,1,Yes
1005,India,3795211,yes,0,217,37,10,126,110,4,2,Yes
1006,US,4059217,no,0,190,32,27,85,113,4,2,Yes
1007,UAE,3409200,no,0,143,24,17,58,95,7,1,Yes
1008,US,3399026,no,42,97,17,17,98,124,2,2,Yes
1009,US,3434772,no,0,181,31,14,92,122,3,3,Yes
1010,India,3452108,no,0,246,42,22,101,151,4,0,Yes
1011,US,4014650,no,0,143,24,25,50,100,6,2,Yes
1012,US,4003945,no,0,105,18,17,120,91,5,2,Yes
1013,US,3383781,no,0,156,27,16,54,94,5,1,Yes
1014,US,3426316,no,0,115,20,7,126,101,4,0,Yes
1015,US,3365920,no,0,233,40,17,120,91,2,0,Yes
1016,US,3321060,no,0,144,24,13,108,110,3,1,Yes
1017,US,4183426,no,0,177,30,21,80,120,4,2,Yes
1018,US,4086326,no,0,263,45,20,69,101,5,1,No
1019,US,3346142,no,0,146,25,13,92,96,3,1,Yes
1020,US,3366128,no,33,145,25,17,157,138,3,2,Yes
1021,UAE,4066708,no,0,168,29,14,69,71,12,1,Yes
1022,India,3888670,no,0,167,28,13,97,89,5,0,Yes
1023,India,3635853,no,0,143,24,17,88,117,8,2,Yes
1024,India,3836544,yes,0,133,23,22,93,128,3,1,Yes
1025,US,3782940,no,11,253,43,24,88,99,1,1,Yes
1026,US,3387683,no,28,95,16,25,73,114,2,2,Yes
1027,India,3292786,yes,0,194,33,21,105,129,1,1,No
1028,US,3699465,no,0,223,38,18,113,122,0,1,Yes
1029,India,3373769,no,0,202,34,20,95,130,5,0,Yes
1030,US,4006257,no,42,216,37,20,104,100,4,2,No
1031,US,4116663,no,0,146,25,15,102,66,9,1,Yes
1032,India,3843101,no,0,235,40,12,91,93,5,1,Yes
1033,UAE,3395329,no,0,199,34,18,115,105,6,2,Yes
1034,UAE,3889944,no,0,94,16,18,101,108,9,2,Yes
1035,India,4031769,no,0,190,32,18,113,111,1,2,Yes
1036,UAE,3901612,no,32,143,24,18,126,102,2,3,Yes
1037,India,4217214,yes,0,134,23,14,71,102,5,0,Yes
1038,US,3386962,no,0,112,19,10,143,79,3,5,No
1039,US,3339826,no,0,123,21,18,104,91,2,2,Yes
1040,India,4118549,no,0,189,32,19,105,117,5,4,Yes
1041,India,3819234,no,38,240,41,17,102,112,6,0,Yes
1042,India,3879855,yes,24,94,16,16,128,133,3,0,Yes
1043,US,3716990,no,0,159,27,18,77,104,8,3,Yes
1044,India,4173046,yes,0,243,41,13,88,99,4,4,Yes
1045,UAE,3857082,no,0,176,30,14,128,107,3,4,Yes
1046,India,3655886,no,0,221,38,21,108,75,5,0,Yes
1047,US,3735196,no,0,144,25,23,128,59,7,0,Yes
1048,India,3276194,no,0,212,36,19,103,116,3,0,Yes
1049,India,3814565,no,0,147,25,14,102,107,9,1,Yes
1050,India,3579832,no,25,96,16,15,70,84,10,2,Yes
1051,US,3964845,no,0,263,45,15,69,112,2,0,Yes
1052,US,3786772,yes,0,13,2,22,90,88,9,1,Yes
1053,UAE,3534296,no,0,162,28,16,86,100,3,2,Yes
1054,UAE,3628331,no,0,184,31,5,118,99,3,1,Yes
1055,US,3624685,no,0,178,30,12,86,78,2,1,Yes
1056,UAE,3831431,no,0,201,34,8,122,119,3,0,Yes
1057,US,3322258,no,38,123,21,11,119,103,4,1,Yes
1058,India,3758304,no,0,208,35,17,76,97,6,0,Yes
1059,US,3405580,no,0,239,41,16,124,116,3,1,Yes
1060,India,3621490,no,0,193,33,8,99,104,3,1,Yes
1061,US,3364281,no,31,175,30,21,105,76,9,1,Yes
1062,US,3611315,no,26,117,20,12,88,103,3,1,Yes
1063,India,3425906,no,0,94,16,13,104,116,2,1,Yes
1064,US,4057904,yes,30,154,26,10,106,105,3,2,Yes
1065,US,3494762,no,29,240,41,17,105,70,6,0,Yes
1066,India,3853263,no,25,216,37,19,69,112,4,0,Yes
1067,UAE,4059496,no,0,187,32,15,89,97,6,1,Yes
1068,US,3966775,no,0,167,28,20,143,115,5,0,Yes
1069,India,3936475,no,0,160,27,19,88,115,4,1,Yes
1070,US,3797779,no,0,143,24,18,142,96,9,1,Yes
1071,UAE,4088650,no,0,205,35,20,155,107,9,1,Yes
1072,UAE,4003497,no,25,219,37,13,99,60,6,1,Yes
1073,India,4079244,no,0,143,24,14,114,77,4,1,Yes
1074,US,4068809,no,0,233,40,15,97,77,7,2,Yes
1075,UAE,3581778,no,0,162,28,21,89,99,8,0,Yes
1076,US,3374339,no,27,26,4,18,96,64,7,1,Yes
1077,US,3447197,no,0,154,26,10,86,75,4,4,No
1078,UAE,3337631,no,0,322,55,19,95,123,8,0,No
1079,UAE,3726623,no,0,210,36,19,82,93,3,1,Yes
1080,US,3632602,no,0,192,33,15,78,118,0,0,Yes
1081,UAE,3877757,no,19,291,49,19,123,67,2,1,Yes
1082,US,3975381,no,0,216,37,18,85,65,1,3,Yes
1083,India,4064604,yes,0,209,36,18,87,86,6,3,Yes
1084,US,3769513,no,0,256,44,17,129,84,5,3,Yes
1085,UAE,3601852,no,0,253,43,19,121,100,4,2,Yes
1086,UAE,4217270,no,0,132,22,21,107,123,6,3,Yes
1087,UAE,3719482,no,0,217,37,18,142,106,4,1,Yes
1088,India,3374101,no,42,102,17,19,97,77,2,0,Yes
1089,India,4202796,no,0,212,36,16,88,131,4,2,Yes
1090,India,3664225,no,0,153,26,17,81,83,3,0,Yes
1091,India,3984567,no,0,166,28,20,87,108,3,2,Yes
1092,UAE,3884571,no,0,185,31,14,96,104,13,1,Yes
1093,UAE,3608666,no,0,105,18,13,71,67,8,2,Yes
1094,US,3333704,no,0,245,42,14,109,74,8,0,Yes
1095,India,3832566,no,0,274,47,17,82,62,3,1,Yes
1096,US,4065584,no,0,98,17,21,129,114,4,1,Yes
1097,US,3444691,no,29,280,48,19,109,94,2,1,Yes
1098,India,3479737,no,0,187,32,17,88,129,4,1,Yes
1099,US,3337961,no,0,276,47,14,119,79,4,3,Yes
1100,US,3642439,no,35,200,34,23,89,100,4,1,Yes
1101,India,4118043,no,0,162,28,21,122,89,4,2,Yes
1102,India,3325084,no,0,177,30,9,56,84,2,4,No
1103,US,4134831,no,0,166,28,17,89,124,6,0,Yes
1104,US,3434806,no,0,218,37,16,113,91,5,4,Yes
1105,India,4018735,no,28,201,34,21,117,131,4,2,No
1106,India,3918626,no,0,191,32,15,130,89,5,3,Yes
1107,US,3275817,no,29,180,31,16,89,76,7,3,Yes
1108,India,3814712,no,0,236,40,7,91,116,2,3,Yes
1109,US,3353320,no,0,140,24,16,60,155,1,0,Yes
1110,US,4158780,no,0,145,25,22,66,113,9,2,Yes
1111,India,3621146,no,0,189,32,10,99,87,6,0,Yes
1112,UAE,3527413,no,0,101,17,13,104,93,2,0,Yes
1113,US,3876716,no,0,206,35,25,82,121,4,1,Yes
1114,UAE,3521127,no,15,165,28,23,93,114,4,1,Yes
1115,UAE,3681288,no,0,165,28,17,113,94,7,1,No
1116,US,4035279,no,0,156,27,22,97,103,3,3,Yes
1117,UAE,3979333,yes,0,199,34,18,114,105,7,1,Yes
1118,US,4117353,no,0,155,26,16,85,73,4,3,Yes
1119,US,3832537,no,0,208,35,20,123,120,5,3,Yes
1120,US,3304419,no,0,157,27,14,124,138,6,1,Yes
1121,US,3907930,no,0,154,26,14,121,81,4,5,No
1122,US,3625111,no,0,189,32,21,147,106,5,1,No
1123,UAE,3586796,no,24,132,22,20,111,87,3,2,Yes
1124,US,4097494,no,0,166,28,21,135,95,5,1,Yes
1125,UAE,4001636,no,0,142,24,10,106,94,9,2,Yes
1126,UAE,3892747,no,19,88,15,19,86,112,4,2,Yes
1127,US,4152176,no,19,184,31,17,71,101,3,0,Yes
1128,US,3778067,yes,31,175,30,19,92,91,10,2,Yes
1129,US,3627835,no,0,103,18,12,79,98,2,2,Yes
1130,US,3615225,no,0,35,6,15,89,58,2,1,Yes
1131,UAE,3333447,no,25,247,42,12,112,109,5,1,Yes
1132,US,3413044,no,37,79,13,18,101,102,4,1,Yes
1133,UAE,3507306,no,0,148,25,14,101,125,2,5,No
1134,UAE,3538849,no,0,206,35,22,138,91,3,1,Yes
1135,US,4023476,no,33,252,43,17,118,97,3,2,Yes
1136,US,3386018,yes,26,270,46,18,90,133,7,1,No
1137,India,4093520,no,34,157,27,19,97,135,1,1,Yes
1138,UAE,3571085,no,0,139,24,19,113,77,6,1,Yes
1139,India,3533285,no,0,220,37,16,124,113,3,2,Yes
1140,US,4099885,no,39,214,36,14,115,117,3,1,Yes
1141,US,3887701,no,0,196,33,18,96,81,6,1,Yes
1142,US,3858184,no,0,106,18,20,83,114,4,6,No
1143,US,3452863,no,29,179,31,23,100,105,5,0,Yes
1144,UAE,3536300,no,0,217,37,12,125,106,1,2,Yes
1145,US,3895649,no,0,177,30,13,105,92,2,0,Yes
1146,US,3788137,no,0,152,26,19,87,68,5,1,Yes
1147,UAE,3404627,no,32,262,45,14,82,57,5,0,Yes
1148,US,3526833,no,0,174,30,8,84,103,7,3,Yes
1149,US,4202000,yes,0,107,18,13,89,113,8,2,Yes
1150,US,3685437,no,0,193,33,11,94,119,4,5,No
1151,UAE,4188170,no,24,217,37,12,52,85,4,0,Yes
1152,UAE,4039417,no,0,210,36,15,85,102,4,1,Yes
1153,UAE,3306165,no,0,95,16,18,101,117,5,1,Yes
1154,UAE,4124185,no,26,215,36,17,87,140,2,1,Yes
1155,US,4094734,no,0,132,22,18,96,97,4,4,No
1156,US,3489828,no,0,168,29,18,129,100,7,1,Yes
1157,UAE,4188850,no,0,146,25,15,113,102,5,1,Yes
1158,US,3308351,yes,0,183,31,18,93,119,6,1,Yes
1159,US,3477773,no,0,103,18,21,123,95,7,0,Yes
1160,UAE,3926841,no,28,112,19,13,106,105,2,0,Yes
1161,India,3542189,yes,0,171,29,15,108,89,9,3,Yes
1162,India,3499060,no,0,173,29,12,91,63,2,0,Yes
1163,India,3341311,no,30,194,33,21,108,114,5,1,Yes
1164,UAE,4153120,no,32,188,32,11,90,113,3,2,Yes
1165,US,3875891,yes,26,307,52,25,78,109,3,0,Yes
1166,US,3688026,no,0,118,20,14,136,106,3,3,Yes
1167,India,3329446,no,0,154,26,18,106,75,1,1,Yes
1168,UAE,3935284,no,0,156,26,18,89,61,11,1,Yes
1169,India,3761677,yes,0,126,21,18,90,108,5,1,Yes
1170,US,3922268,no,0,199,34,19,92,57,2,0,Yes
1171,UAE,3964311,no,0,158,27,15,132,102,3,1,Yes
1172,US,3634005,no,0,203,35,14,110,124,5,2,Yes
1173,UAE,3449966,no,0,222,38,19,122,88,5,1,Yes
1174,UAE,3377377,no,39,93,16,23,115,83,7,1,Yes
1175,US,3737037,no,32,217,37,9,111,83,2,0,Yes
1176,US,3567580,no,0,193,33,17,90,104,2,4,Yes
1177,US,3903401,no,0,113,19,16,63,124,4,3,Yes
1178,US,3509313,no,36,166,28,20,109,92,2,3,Yes
1179,UAE,4209009,no,23,262,45,13,80,100,14,1,Yes
1180,US,4152641,no,0,208,35,17,110,124,4,0,Yes
1181,India,3924929,no,35,245,42,13,102,136,6,1,Yes
1182,UAE,3465068,no,0,287,49,15,125,98,2,3,No
1183,India,3892631,no,32,192,33,14,134,74,1,2,Yes
1184,India,3683808,no,0,194,33,21,81,80,3,2,Yes
1185,US,4068599,no,0,211,36,18,102,104,7,3,Yes
1186,US,3867456,no,12,142,24,19,102,101,5,0,Yes
1187,US,3574936,no,26,221,37,20,126,109,9,2,Yes
1188,US,3977411,no,0,157,27,12,75,92,2,1,Yes
1189,UAE,3536218,no,28,144,24,19,147,69,5,0,Yes
1190,US,3695942,no,0,156,27,5,116,104,8,0,Yes
1191,UAE,4168543,yes,0,160,27,18,112,98,3,2,Yes
1192,US,3584576,yes,0,235,40,21,79,76,2,4,No
1193,US,3525118,yes,15,160,27,18,110,107,5,5,No
1194,India,4082621,no,0,188,32,14,89,71,2,1,Yes
1195,US,3533994,no,0,195,33,20,118,126,3,1,Yes
1196,India,3674277,no,0,248,42,11,95,125,2,1,Yes
1197,US,3543237,no,0,221,38,18,104,89,3,4,Yes
1198,India,3948504,no,26,119,20,18,118,99,3,2,Yes
1199,US,3704139,no,33,232,39,20,79,121,4,1,Yes
1200,US,3826135,no,25,216,37,22,92,157,4,1,Yes
1201,US,3595718,no,35,217,37,19,134,93,5,2,Yes
1202,US,3853111,no,0,84,14,19,63,75,3,0,Yes
1203,UAE,3534880,no,39,183,31,17,101,90,7,1,Yes
1204,US,3437019,yes,0,237,40,23,101,77,2,1,No
1205,US,4196133,no,0,194,33,17,121,108,3,1,Yes
1206,India,3507344,no,25,134,23,18,111,118,4,0,Yes
1207,India,3976064,no,25,177,30,15,96,128,5,2,Yes
1208,US,3636896,no,0,191,33,17,119,121,3,3,Yes
1209,India,4169021,yes,35,175,30,19,93,90,3,0,Yes
1210,UAE,4083269,no,0,275,47,15,108,110,2,1,Yes
1211,UAE,4089463,no,0,174,30,20,114,94,1,1,Yes
1212,US,3407062,no,0,165,28,21,86,128,8,1,Yes
1213,US,4174309,no,0,229,39,14,99,100,4,1,Yes
1214,US,4212659,no,0,108,18,20,109,119,3,2,Yes
1215,India,3832017,no,0,221,38,13,89,89,6,1,Yes
1216,US,4116294,no,0,141,24,18,108,127,6,3,Yes
1217,UAE,3329525,no,31,166,28,20,74,84,4,4,Yes
1218,US,4015012,no,28,250,42,19,138,92,3,3,Yes
1219,India,3688835,no,0,179,30,18,103,119,5,1,Yes
1220,India,3511382,no,0,139,24,19,64,118,5,2,Yes
1221,US,3597694,no,0,134,23,17,109,100,5,2,Yes
1222,US,4195505,no,0,216,37,20,85,123,5,3,Yes
1223,US,3414570,no,31,182,31,18,120,104,4,1,Yes
1224,US,3666991,no,0,178,30,14,113,93,9,1,Yes
1225,US,3777399,no,0,106,18,12,104,81,3,1,Yes
1226,India,3779092,no,0,171,29,20,82,112,4,2,Yes
1227,India,3736681,no,33,185,31,16,78,106,6,0,Yes
1228,India,4177736,no,37,161,27,17,79,87,4,1,Yes
1229,UAE,3932812,no,0,85,14,22,109,66,5,2,Yes
1230,India,3983176,no,0,218,37,20,116,110,2,1,Yes
1231,UAE,3348694,no,0,271,46,19,110,60,5,0,No
1232,India,3695449,no,0,243,41,16,77,109,6,0,No
1233,India,3805246,no,0,128,22,4,78,80,3,0,Yes
1234,UAE,3903873,no,0,126,21,14,112,95,7,2,Yes
1235,India,3544568,no,0,179,30,18,79,84,2,4,Yes
1236,India,3396968,no,0,159,27,22,142,73,4,0,Yes
1237,India,3795933,no,0,151,26,14,87,115,5,3,Yes
1238,US,3655682,yes,24,220,37,18,116,111,4,3,Yes
1239,US,3828518,no,0,168,29,16,94,98,3,2,Yes
1240,India,3568449,no,34,162,28,15,117,76,3,4,No
1241,India,3333460,no,0,199,34,17,91,120,7,5,Yes
1242,India,3758596,yes,0,257,44,20,104,82,10,3,Yes
1243,US,3845907,no,35,183,31,18,119,103,2,1,Yes
1244,UAE,3732903,no,38,197,33,22,108,85,2,1,Yes
1245,US,3617702,no,0,140,24,20,128,127,5,2,Yes
1246,US,3885850,no,0,194,33,16,97,102,3,5,Yes
1247,US,4056298,no,0,118,20,18,108,94,5,1,Yes
1248,US,3682074,yes,0,194,33,16,98,100,8,0,Yes
1249,India,3285050,no,0,243,41,20,108,120,4,2,Yes
1250,US,3955783,no,0,145,25,11,91,109,4,1,Yes
1251,US,4207301,no,0,169,29,14,102,106,10,3,Yes
1252,India,3282478,no,0,229,39,16,111,91,3,2,Yes
1253,US,3812460,yes,0,197,34,18,115,133,4,4,Yes
1254,India,3909811,no,33,186,32,17,136,103,3,2,No
1255,US,3735670,no,0,76,13,25,73,89,3,0,Yes
1256,US,3517016,no,0,163,28,16,109,104,3,2,Yes
1257,US,3949934,no,0,182,31,17,97,113,5,1,Yes
1258,India,4228268,yes,0,194,33,21,84,93,7,2,Yes
1259,UAE,3737690,no,20,189,32,10,113,102,4,2,Yes
1260,US,3669781,no,22,160,27,14,136,102,4,3,Yes
1261,India,4045427,no,0,145,25,20,112,134,4,3,Yes
1262,US,3899783,no,0,221,38,10,127,113,7,4,Yes
1263,UAE,3517005,no,31,225,38,11,81,104,5,1,No
1264,UAE,3482009,no,0,147,25,14,103,80,4,1,Yes
1265,US,3404236,no,39,261,44,18,111,97,5,1,Yes
1266,US,3481528,no,0,155,26,14,45,128,3,0,Yes
1267,US,3655039,no,0,166,28,22,81,97,7,1,Yes
1268,US,4111810,no,0,212,36,22,102,96,7,0,Yes
1269,India,3647644,no,45,131,22,18,94,114,5,4,No
1270,US,3359066,no,0,163,28,25,105,80,6,0,Yes
1271,UAE,3627581,yes,37,237,40,22,125,120,3,1,Yes
1272,UAE,3461095,no,0,166,28,19,112,68,2,4,Yes
1273,US,3579136,no,0,122,21,11,112,122,2,6,No
1274,India,3907863,no,0,176,30,17,124,138,2,0,Yes
1275,India,3442416,no,27,67,11,21,78,93,2,2,Yes
1276,US,3731448,no,0,230,39,29,104,128,1,1,No
1277,US,3607076,no,24,176,30,24,116,71,7,1,Yes
1278,UAE,4132241,no,0,248,42,23,108,82,7,0,No
1279,India,3433961,no,0,115,20,22,68,69,5,2,Yes
1280,India,3754107,no,0,112,19,18,108,78,1,0,No
1281,UAE,4147410,no,0,163,28,13,109,118,4,0,Yes
1282,US,3512535,no,0,229,39,18,99,95,6,4,Yes
1283,US,4169615,no,0,140,24,11,93,75,4,2,Yes
1284,US,3771293,no,0,264,45,21,116,112,2,5,No
1285,US,3886479,no,46,218,37,20,84,99,3,4,Yes
1286,US,3902755,no,14,114,19,17,91,74,8,1,Yes
1287,UAE,3405930,no,0,196,33,12,96,87,3,2,Yes
1288,India,4013622,no,0,253,43,16,116,133,4,1,Yes
1289,UAE,3821104,no,0,98,17,20,62,123,4,0,Yes
1290,UAE,3559324,no,0,249,42,18,95,116,3,0,Yes
1291,US,3934843,no,30,130,22,20,104,93,5,1,Yes
1292,US,4014052,no,0,221,38,23,98,80,7,0,Yes
1293,US,3851830,no,0,221,38,15,118,102,9,1,Yes
1294,UAE,3487409,no,0,88,15,22,111,125,5,1,Yes
1295,UAE,3614910,no,0,204,35,14,127,97,3,0,Yes
1296,US,4156578,no,0,214,36,20,121,157,3,2,Yes
1297,US,3955015,no,31,182,31,19,100,121,4,2,Yes
1298,India,3696012,no,22,215,37,28,98,89,6,1,Yes
1299,US,3944520,no,0,266,45,18,117,98,2,2,No
1300,India,3805873,no,0,199,34,15,83,84,2,3,Yes
1301,US,3725384,no,0,115,20,12,83,61,4,3,Yes
1302,UAE,4191863,no,0,271,46,20,112,111,5,1,No
1303,US,3525697,no,0,222,38,13,125,80,4,1,Yes
1304,India,3734274,no,0,62,11,22,114,110,2,3,Yes
1305,US,3824024,no,0,141,24,21,126,73,2,2,Yes
1306,US,3959215,no,0,189,32,16,117,83,5,3,No
1307,India,3319149,no,0,196,33,16,146,92,1,3,Yes
1308,US,3473958,no,0,172,29,17,107,114,4,0,Yes
1309,US,3892540,yes,0,174,30,14,115,98,3,2,Yes
1310,India,3993083,no,0,79,13,16,110,111,5,1,No
1311,US,4208308,no,0,201,34,14,91,98,7,1,Yes
1312,US,3847724,no,0,141,24,22,87,96,2,1,Yes
1313,US,3892114,no,0,236,40,15,69,122,1,2,Yes
1314,India,3354414,no,0,185,31,14,88,104,4,3,Yes
1315,US,3705361,no,0,254,43,7,104,69,2,2,Yes
1316,India,3745965,no,0,183,31,18,77,73,6,2,Yes
1317,US,4206414,no,29,164,28,23,136,147,5,2,Yes
1318,UAE,3922708,no,0,208,35,18,96,114,2,2,Yes
1319,US,3527234,no,0,249,42,15,93,86,3,3,Yes
1320,US,3379878,no,31,185,32,17,126,110,4,2,Yes
1321,UAE,3507288,no,0,198,34,19,64,134,5,1,Yes
1322,US,4158448,yes,0,132,22,12,88,119,1,2,No
1323,India,3926331,no,0,197,34,19,128,101,11,0,Yes
1324,US,3923315,no,0,155,26,16,105,102,5,2,Yes
1325,India,3825401,no,31,153,26,16,59,102,1,6,No
1326,UAE,3897012,no,0,211,36,20,120,80,9,2,Yes
1327,US,4114714,no,0,97,16,12,103,115,5,2,No
1328,India,3433846,no,0,172,29,23,101,100,9,1,Yes
1329,US,3704395,no,0,141,24,13,100,75,7,2,Yes
1330,UAE,4224394,no,29,151,26,21,88,91,2,2,Yes
1331,UAE,4051780,no,0,210,36,19,96,85,2,3,Yes
1332,US,3932220,no,32,247,42,11,91,90,4,3,Yes
1333,UAE,3558299,no,30,221,38,14,116,105,12,1,Yes
1334,UAE,3798681,no,0,321,55,14,93,106,4,1,No
1335,US,4097034,no,0,244,41,5,90,129,2,0,Yes
1336,US,3581922,no,0,252,43,18,98,71,6,3,Yes
1337,India,3461629,yes,0,237,40,13,105,120,2,0,No
1338,US,3471870,no,0,160,27,18,131,116,3,2,Yes
1339,US,3749576,yes,0,148,25,19,111,97,1,4,No
1340,UAE,3801096,no,0,151,26,23,129,73,1,1,Yes
1341,US,3965790,no,28,211,36,21,86,125,2,1,Yes
1342,US,3565244,no,24,171,29,17,80,124,5,2,Yes
1343,India,3411412,no,0,255,43,8,79,60,8,0,Yes
1344,US,3877371,no,0,284,48,13,113,91,8,0,No
1345,US,3922555,no,0,0,0,14,130,88,1,4,No
1346,UAE,4039167,yes,0,134,23,16,107,89,2,1,No
1347,UAE,3386550,no,0,225,38,16,127,97,3,0,Yes
1348,UAE,3575801,no,0,152,26,18,92,86,5,1,Yes
1349,India,4031953,no,22,141,24,14,105,99,3,2,Yes
1350,UAE,3576039,no,0,286,49,20,106,140,7,0,No
1351,US,3889653,no,0,58,10,22,64,115,5,1,Yes
1352,US,3592915,no,16,90,15,17,109,115,4,0,Yes
1353,UAE,3814562,no,0,114,19,18,123,102,3,0,Yes
1354,UAE,4062213,no,0,148,25,19,78,102,3,2,Yes
1355,UAE,3306436,no,31,303,51,20,119,103,14,3,Yes
1356,US,3324289,no,0,136,23,17,103,90,4,1,Yes
1357,UAE,3863596,no,0,170,29,14,86,83,6,3,Yes
1358,India,3373740,no,0,227,39,17,106,126,2,0,Yes
1359,US,4141496,no,0,218,37,19,97,89,6,1,No
1360,US,3497291,no,0,124,21,11,115,100,8,2,Yes
1361,US,3851985,no,0,206,35,20,76,96,2,1,Yes
