,Kid home,Teen home,Wines,Fruits,Meat Products,Fish Products,Sweet Products,Gold Prods,Num Deals Purchases,NumWebVisitsMonth,Complain,Response,Age,Customer_Days,Income
814,1,1,25,1,9,2,1,1,2,8,0,0,53,2659,35441
815,0,1,336,123,274,46,123,141,5,3,0,0,64,2616,71391
816,1,0,191,9,97,0,6,82,2,7,0,0,48,2589,49494
817,0,0,563,50,774,28,31,187,1,3,0,0,40,2803,81702
818,0,1,31,0,6,0,1,8,1,6,0,0,40,2521,45889
819,0,1,479,5,82,7,17,171,2,5,0,0,43,2259,56628
820,1,1,18,6,15,12,8,17,3,5,0,0,70,2487,34026
821,0,1,91,65,52,10,44,28,3,5,0,0,46,2736,40049
822,1,0,5,7,24,19,14,20,4,6,0,0,32,2207,34176
823,1,0,2,14,28,16,3,7,4,9,0,0,39,2755,19419
824,0,0,362,50,431,134,35,54,1,1,0,0,60,2496,82504
825,0,0,724,74,929,97,55,130,1,2,0,1,50,2326,81205
826,0,0,605,91,399,0,45,205,2,3,0,0,29,2797,61618
827,0,1,547,7,140,0,7,63,3,5,0,0,64,2711,55284
828,0,1,104,1,54,13,9,14,2,5,0,0,57,2408,49980
829,2,0,8,2,15,0,10,18,4,5,0,0,40,2574,15072
830,0,1,224,2,25,7,0,110,2,6,0,0,46,2540,49166
831,0,1,384,0,102,21,32,5,3,4,0,0,66,2328,65324
832,0,0,556,54,845,202,133,63,1,3,0,0,63,2759,82347
833,1,1,24,0,2,0,0,9,2,5,0,0,54,2193,30843
834,0,1,408,0,21,0,0,17,3,8,0,1,46,2263,46374
835,0,1,265,199,303,234,9,170,7,7,0,0,41,2613,60474
836,0,1,34,0,7,0,0,0,1,7,0,0,47,2276,38576
837,2,0,374,64,116,84,25,64,3,5,0,0,35,2654,55357
838,1,1,27,2,10,0,0,1,2,8,0,0,54,2792,37758
839,0,0,600,20,350,29,30,33,1,2,0,0,31,2579,85710
840,1,0,13,2,18,6,1,0,2,8,0,0,51,2313,23228
841,1,1,167,2,89,0,0,34,6,8,0,0,51,2293,44602
842,0,0,0,2,3,4,1,5,1,6,0,0,33,2695,7500
843,1,0,46,35,69,84,41,66,6,7,0,0,31,2792,38683
844,1,0,88,39,78,58,13,93,2,7,0,0,45,2353,49514
845,0,1,243,11,119,10,3,15,3,4,0,0,47,2542,57906
846,0,1,275,11,68,25,7,7,3,5,0,0,54,2619,43456
847,2,0,6,0,4,0,0,0,1,7,0,0,34,2437,19485
848,0,1,121,62,90,68,20,125,3,3,0,0,42,2578,53172
849,1,0,4,12,15,19,7,12,2,7,0,0,41,2779,30545
850,0,0,1308,0,396,23,0,0,1,3,0,0,37,2433,70123
851,0,1,515,47,267,62,66,38,2,3,0,0,61,2333,62450
852,1,0,4,0,16,17,4,4,3,7,0,0,44,2177,21675
853,1,1,48,13,57,24,15,25,4,7,0,0,39,2245,42395
854,1,0,562,58,168,43,16,142,1,3,0,0,42,2425,61346
855,0,0,769,22,500,210,143,33,1,2,0,0,67,2444,80812
856,1,1,379,4,93,12,9,98,7,6,0,0,49,2523,42835
857,1,0,29,12,59,19,1,36,2,8,0,0,37,2659,39922
858,0,0,387,68,569,89,45,68,1,1,0,0,64,2244,86424
859,1,0,12,23,38,30,18,7,4,9,0,0,42,2687,17117
860,1,0,6,10,12,3,15,40,3,8,0,1,48,2298,24762
861,0,1,27,1,14,4,1,21,2,8,0,0,45,2780,35797
862,2,0,9,1,5,0,0,1,1,5,0,0,45,2500,36627
863,1,1,22,0,19,6,5,3,2,6,0,0,39,2169,51111
864,0,0,899,102,838,133,102,40,1,2,0,1,48,2814,86857
865,0,0,889,55,685,168,92,129,1,1,0,0,50,2521,82072
866,2,1,189,2,55,0,5,12,4,9,0,0,67,2739,46231
867,1,1,48,0,2,0,0,5,2,7,0,0,61,2359,42243
868,1,1,230,14,156,82,24,58,8,8,0,0,58,2613,51195
869,0,0,852,60,207,78,36,48,2,5,0,0,42,2354,68092
870,1,0,35,3,20,4,1,20,2,9,0,0,47,2664,31814
871,1,1,205,20,47,23,2,56,6,5,0,0,55,2818,51390
872,0,0,255,31,446,40,56,175,1,1,0,0,37,2325,76630
873,1,0,0,0,1,8,3,2,1,7,0,0,29,2219,26868
874,0,0,437,8,206,160,49,42,2,6,0,1,77,2672,48948
875,0,1,825,8,53,11,0,242,2,6,0,0,48,2723,55260
876,0,1,316,58,161,76,51,135,1,5,0,1,64,2485,64090
877,0,1,756,138,354,160,169,61,2,4,0,0,62,2316,78331
878,1,0,194,55,134,15,0,3,3,6,0,0,46,2481,37087
879,1,0,7,17,18,6,10,26,4,8,0,0,34,2409,21846
880,0,0,183,33,493,59,103,57,1,2,0,0,62,2667,81320
881,0,1,171,0,11,0,1,20,2,6,0,0,50,2476,54137
882,0,0,243,101,405,29,40,40,1,2,0,0,53,2509,66825
883,0,0,181,21,69,39,3,96,1,3,0,0,47,2366,57100
884,1,2,151,7,89,0,7,28,5,5,0,0,51,2621,58917
885,0,0,494,92,391,194,11,241,1,0,0,0,43,2240,85072
886,0,0,464,28,873,29,18,37,0,2,0,1,59,2379,86429
887,1,0,5,1,5,10,0,7,1,7,0,0,49,2368,45684
888,1,0,29,0,29,0,5,4,1,5,0,0,46,2335,47889
889,0,0,102,9,49,24,3,12,1,4,0,0,34,2270,45921
890,0,0,604,28,674,91,28,28,1,1,0,0,54,2524,78420
891,0,0,571,12,523,63,60,24,1,2,0,0,28,2393,75114
892,0,1,953,0,71,0,0,174,6,8,0,1,57,2679,52278
893,1,0,63,3,67,8,9,28,2,7,0,1,48,2509,35641
894,0,0,770,29,890,250,27,24,1,3,0,1,26,2732,95529
895,0,0,398,61,265,138,61,53,1,1,0,0,66,2573,62820
896,0,0,741,19,154,50,9,28,1,2,0,0,60,2344,73113
897,0,0,1478,19,403,0,19,0,1,3,0,1,38,2485,84169
898,0,1,156,29,56,30,32,47,2,3,0,0,66,2383,42607
899,0,0,960,64,464,146,0,16,1,3,0,0,66,2566,74637
900,1,1,38,0,2,0,0,6,1,7,0,0,65,2236,46015
901,0,0,315,26,473,220,12,182,1,1,0,0,27,2597,72354
902,1,0,15,20,25,2,7,26,1,6,0,1,51,2680,39858
903,1,1,19,6,20,0,5,12,3,4,0,0,72,2215,34469
904,1,0,812,99,431,237,149,33,1,5,0,0,34,2201,83033
905,0,0,73,28,217,10,24,115,3,8,0,0,41,2826,24401
906,0,0,372,23,384,250,12,108,1,2,0,0,42,2298,77583
907,0,0,871,111,704,145,55,166,1,2,0,0,38,2340,74116
908,0,0,375,152,335,93,91,81,1,2,0,0,27,2215,74293
909,0,1,760,80,466,17,13,80,1,3,0,0,44,2383,68397
910,0,0,471,0,510,99,21,12,1,2,0,0,46,2241,79632
911,1,0,31,9,27,16,9,33,1,3,0,0,31,2298,46107
912,0,1,819,0,72,12,0,63,2,7,0,0,69,2845,64950
913,1,0,1,4,3,8,9,7,1,8,0,0,31,2713,25443
914,0,0,203,35,305,46,17,227,1,1,0,0,68,2197,75127
915,1,0,26,0,15,2,1,2,2,8,0,0,49,2194,32892
916,0,0,354,21,311,167,75,32,1,4,0,0,49,2407,71796
917,0,1,1253,0,447,23,71,35,3,8,0,0,50,2562,67536
918,0,1,371,17,238,23,24,106,3,5,0,0,49,2509,55239
919,1,0,588,7,76,110,15,15,2,6,0,0,45,2483,60554
920,1,1,480,86,249,75,86,144,8,6,0,0,68,2543,64831
921,0,1,517,12,54,16,6,120,2,5,0,0,58,2503,56067
922,0,0,267,98,606,48,70,98,1,1,0,1,37,2556,82025
923,0,0,1111,24,790,160,45,172,0,2,0,1,67,2641,94384
924,0,0,7,7,14,7,16,15,3,7,0,0,34,2713,14906
925,0,0,1166,0,48,0,0,36,1,8,0,0,33,2795,51563
926,0,1,261,42,144,55,48,133,3,3,0,0,38,2292,57937
927,1,1,135,25,51,23,25,46,2,3,0,0,41,2431,68274
928,1,0,6,2,18,2,8,14,1,4,0,0,43,2364,39771
929,0,1,711,28,142,49,18,47,2,8,0,0,45,2795,67893
930,1,0,11,0,13,2,4,11,1,4,0,0,41,2209,27922
931,1,1,42,0,17,0,0,18,3,5,0,0,44,2211,52190
932,1,1,79,7,58,6,3,18,4,6,0,1,47,2675,44051
933,2,0,20,6,43,19,5,38,1,8,0,0,49,2573,42767
934,1,1,30,0,8,2,0,14,1,6,0,0,44,2208,46106
935,1,1,20,2,23,3,1,4,5,8,0,0,44,2663,16927
936,0,1,115,27,44,4,146,139,3,5,0,1,55,2734,59754
937,0,1,263,5,233,69,41,83,4,5,0,0,68,2840,53700
938,1,1,69,2,15,2,2,6,2,5,0,0,47,2212,59041
939,0,1,267,3,30,4,0,57,4,6,0,0,63,2587,54237
940,0,1,561,85,171,25,123,114,2,2,0,0,53,2805,70647
941,0,1,492,0,37,7,0,42,3,5,0,0,58,2212,52597
942,1,0,14,7,9,6,16,12,2,6,0,1,51,2705,41021
943,0,1,80,4,46,0,17,2,5,6,0,0,45,2417,40233
944,1,1,97,12,84,13,10,15,7,5,0,0,40,2163,50183
945,0,1,197,107,227,7,59,131,3,4,0,0,61,2449,54753
946,0,0,693,21,925,31,24,84,1,2,0,1,47,2473,92955
947,1,0,43,2,27,0,9,12,3,7,0,0,47,2784,33471
948,1,0,14,0,2,0,0,7,1,8,0,1,46,2601,34596
949,1,0,186,36,234,86,72,48,6,9,0,0,40,2783,44010
950,0,0,434,137,400,45,137,45,1,1,0,0,32,2306,84219
951,2,1,59,0,11,4,2,5,4,7,0,0,52,2687,40706
952,1,0,16,5,30,8,7,26,3,8,1,0,32,2753,15716
953,0,1,230,35,75,63,57,31,3,5,0,0,61,2383,59052
954,0,0,829,138,430,60,92,15,1,2,0,0,49,2782,80573
955,0,0,318,8,407,150,35,8,1,0,0,0,58,2305,83715
956,0,0,1206,55,445,168,18,18,1,1,0,0,61,2856,82576
957,2,1,292,3,77,10,3,26,7,7,0,0,55,2420,56962
958,1,1,30,9,12,2,11,30,3,4,0,0,68,2336,35704
959,0,1,729,17,133,11,0,195,5,7,0,0,66,2449,53103
960,1,1,12,1,3,0,0,7,1,4,0,0,60,2511,46779
961,0,0,2,1,1,1,0,1,0,14,0,0,55,2166,4861
962,1,0,22,3,18,0,0,11,1,7,0,0,41,2485,33462
963,0,1,587,43,337,42,87,54,3,6,0,0,42,2417,63693
964,0,0,674,168,108,192,42,231,1,3,0,1,70,2477,80763
965,0,1,284,3,84,4,7,23,2,4,0,0,46,2471,65352
966,0,0,1023,93,651,49,55,37,1,2,0,0,42,2375,82170
967,0,0,1394,22,708,89,91,182,1,5,0,1,51,2406,75759
968,0,0,311,26,640,180,37,121,1,2,0,0,44,2572,79689
969,1,1,27,0,12,0,1,5,2,5,0,0,64,2159,35340
970,0,0,1296,17,311,45,69,51,1,1,0,1,66,2259,85683
971,1,0,3,6,7,0,0,3,1,7,0,0,48,2736,24884
972,1,0,393,5,136,7,5,27,5,9,0,0,39,2826,42021
973,1,0,218,63,282,137,35,70,4,4,0,0,31,2290,64449
974,1,1,66,0,16,0,6,20,2,3,0,0,66,2166,64587
975,0,0,4,2,11,2,0,4,1,6,0,0,25,2254,34824
976,0,0,795,0,545,95,58,0,1,6,0,0,42,2391,75437
977,1,1,15,10,19,8,17,20,3,5,0,0,63,2283,26091
978,1,0,384,25,292,130,41,64,3,6,0,0,47,2479,52845
979,0,1,244,8,32,7,2,50,4,4,0,0,64,2397,46086
980,0,1,158,19,288,25,0,38,1,7,0,1,64,2816,78028
981,0,0,1285,21,449,106,20,20,1,1,0,1,33,2422,95169
982,1,1,349,16,144,28,5,182,5,8,0,1,39,2618,56337
983,1,0,4,12,11,3,13,15,2,8,0,0,33,2660,22434
984,0,1,223,2,31,0,2,39,5,8,0,0,66,2567,36930
985,0,1,157,43,127,68,56,37,6,4,0,1,66,2671,36130
986,0,1,397,46,288,20,38,70,2,3,0,0,67,2760,65569
987,0,0,901,31,345,75,31,191,1,1,0,0,68,2572,83844
988,1,1,14,3,21,2,1,28,4,8,0,0,52,2313,19514
989,1,1,10,0,3,0,0,4,1,6,0,0,57,2574,36736
990,0,1,1230,0,396,232,178,158,1,5,0,0,41,2832,77568
991,0,1,81,1,31,2,1,0,1,2,0,0,44,2328,49187
992,1,0,154,20,66,0,12,27,7,9,0,0,42,2638,30168
993,0,1,63,0,21,7,0,12,1,8,0,0,52,2816,34053
994,1,1,30,0,11,0,0,3,3,5,0,0,49,2231,38196
995,0,0,90,67,165,30,43,11,1,3,0,0,69,2230,59412
996,0,0,635,114,254,132,152,76,1,3,0,0,55,2242,70924
997,0,0,127,4,73,15,6,11,1,2,0,0,51,2556,54165
998,1,0,13,3,6,6,5,6,1,8,0,0,47,2701,32300
999,0,0,18,42,24,15,20,18,1,7,0,0,44,2653,20180
1000,1,0,45,2,26,4,1,1,3,7,0,0,47,2169,34961
1001,1,0,38,1,24,0,0,0,1,8,0,0,46,2516,28440
1002,1,2,986,36,168,16,0,108,7,7,0,1,67,2641,64504
1003,0,1,61,0,3,0,0,7,1,5,0,0,54,2164,33564
1004,1,0,4,9,16,17,0,12,2,8,0,0,42,2762,17345
1005,0,1,201,53,172,116,77,83,3,4,0,0,53,2606,56320
1006,1,0,19,8,29,0,12,26,1,7,0,1,42,2471,28647
1007,1,0,4,8,11,19,12,26,2,9,0,0,33,2675,15038
1008,0,1,18,0,2,0,0,2,1,4,0,0,62,2491,32173
1009,0,1,806,80,161,120,11,33,5,6,0,0,56,2761,68316
1010,0,0,380,98,733,110,112,28,1,3,0,1,49,2524,74538
1011,0,0,576,172,961,125,115,19,1,3,0,1,49,2687,91700
1012,0,0,458,81,356,106,50,40,1,2,0,0,51,2163,68695
1013,1,0,5,10,13,3,8,16,1,8,0,0,43,2682,31056
1014,0,0,350,60,568,110,133,145,1,2,0,0,47,2207,79593
1015,0,0,39,33,130,41,26,44,2,8,0,0,40,2828,28071
1016,1,1,26,1,16,2,2,15,4,4,0,0,62,2282,37334
1017,1,1,68,0,16,0,0,8,3,7,0,0,48,2443,46423
1018,1,0,45,3,9,4,4,7,1,6,0,1,49,2250,37126
1019,0,1,359,0,134,13,26,123,4,5,0,0,67,2555,47703
1020,0,1,403,24,29,6,24,218,2,3,0,0,61,2226,61180
1021,1,1,34,1,14,0,0,5,3,8,1,0,66,2762,38998
1022,0,0,73,18,66,7,12,2,15,19,0,0,29,2808,8028
1023,0,0,292,30,415,63,33,200,1,2,0,0,58,2196,76081
1024,1,0,14,0,16,0,0,6,1,6,0,1,34,2493,34728
1025,0,1,80,1,37,0,1,3,3,7,0,0,55,2783,33168
1026,0,1,30,11,33,13,6,29,1,4,0,0,54,2436,33585
1027,0,1,463,96,333,168,53,10,1,3,0,0,60,2418,77037
1028,1,0,75,12,141,43,39,187,6,8,0,1,36,2752,35196
1029,0,1,538,13,91,17,6,26,6,5,0,0,54,2518,44529
1030,0,0,635,114,254,132,152,76,1,3,0,0,55,2242,70924
1031,1,1,8,0,3,0,0,1,1,8,0,0,54,2183,28764
1032,0,0,1315,22,780,145,0,178,1,5,0,0,71,2657,69098
1033,1,1,4,2,12,7,5,26,2,6,0,1,50,2659,25959
1034,1,0,12,0,13,2,0,10,1,7,0,0,37,2609,27100
1035,0,0,347,44,534,17,0,26,1,2,0,0,35,2791,70596
1036,0,1,192,5,53,0,5,15,4,8,0,0,46,2828,42557
1037,0,0,241,0,12,0,0,25,1,7,0,0,69,2483,53312
1038,0,0,631,28,491,30,14,56,1,3,0,0,68,2738,72228
1039,0,0,336,28,282,184,54,54,1,1,0,0,33,2614,67605
1040,1,1,1099,0,45,0,0,34,11,8,0,0,71,2795,62845
1041,0,2,743,19,181,12,0,200,2,5,0,0,62,2498,65196
1042,0,0,124,83,267,85,59,35,2,5,0,1,33,2694,42000
1043,1,1,15,0,8,4,2,20,2,5,0,0,47,2200,35860
1044,0,1,397,19,69,12,0,9,1,2,0,0,56,2238,65526
1045,1,1,10,4,4,3,3,14,3,7,0,0,59,2814,16860
1046,0,0,530,117,678,134,44,147,1,1,0,1,28,2218,83528
1047,0,1,1215,33,249,64,116,149,8,6,0,0,55,2854,64176
1048,0,0,3,2,7,0,4,2,1,8,0,0,64,2853,22304
1049,0,0,444,44,382,11,8,17,1,2,1,0,42,2276,67023
1050,1,0,26,0,15,2,1,2,2,8,0,0,49,2194,32892
1051,0,1,736,114,279,82,76,190,6,3,0,0,54,2732,70713
1052,0,1,473,21,176,19,21,56,3,6,0,0,65,2735,59925
1053,0,1,32,0,5,2,0,8,2,5,0,0,67,2284,39722
1054,0,0,288,10,30,4,10,125,1,6,0,0,62,2505,46610
1055,0,0,1050,178,555,77,138,118,1,1,0,0,59,2520,88347
1056,0,0,1001,44,107,58,44,44,1,2,0,0,39,2583,87171
1057,1,1,9,1,7,0,3,2,2,7,0,0,44,2472,26907
1058,1,0,234,14,77,19,10,42,2,5,0,0,52,2317,50014
1059,1,0,7,2,6,2,0,3,1,7,0,0,42,2592,41014
1060,0,0,251,108,334,65,92,117,1,2,0,0,55,2263,66294
1061,1,0,172,10,125,21,13,16,6,9,0,1,49,2748,36715
1062,0,0,565,42,548,64,83,99,1,3,0,1,64,2835,79456
1063,1,0,5,0,8,2,0,0,1,4,0,0,38,2475,40479
1064,0,0,918,57,842,99,38,133,1,3,0,1,50,2671,75345
1065,0,1,652,8,158,21,0,142,4,8,0,0,43,2669,54233
1066,1,1,4,1,7,2,1,2,2,4,0,0,50,2419,24163
1067,0,0,152,27,103,106,54,81,0,5,0,1,62,2700,84460
1068,1,0,8,0,9,2,1,3,1,6,0,0,37,2216,43776
1069,0,0,336,130,411,240,32,43,1,2,0,1,62,2263,71691
1070,0,0,938,19,843,25,95,38,1,2,0,0,47,2190,85844
1071,1,0,68,8,18,19,8,12,2,5,0,0,46,2223,39190
1072,0,0,227,23,389,42,21,75,1,2,0,0,61,2469,71367
1073,1,1,38,4,22,3,3,3,3,8,0,0,48,2531,38578
1074,1,1,105,0,9,2,1,4,3,3,0,0,55,2268,57236
1075,0,1,162,50,100,55,30,27,1,4,0,0,41,2485,61825
1076,0,1,574,8,216,21,16,33,1,1,0,0,62,2186,79803
1077,0,0,160,80,369,67,39,41,1,1,0,0,34,2765,80910
1078,1,0,6,0,5,0,0,1,1,7,0,0,38,2591,27590
1079,0,1,614,35,160,58,35,35,2,5,0,0,41,2702,56775
1080,0,0,897,161,430,186,161,27,0,1,0,1,45,2423,83829
1081,0,1,70,54,109,80,9,45,2,5,0,0,41,2564,54210
1082,1,0,120,19,206,25,19,54,6,8,0,0,34,2490,38508
1083,1,0,211,2,30,7,7,10,2,5,0,0,50,2405,53187
1084,1,0,11,0,16,7,6,21,1,8,0,0,48,2256,30023
1085,0,0,760,53,400,17,93,0,1,2,0,0,60,2385,76045
1086,0,1,53,0,8,0,0,2,1,5,0,0,68,2169,50870
1087,0,0,7,4,13,15,8,17,2,5,0,0,50,2489,15315
1088,1,0,391,32,70,21,32,16,2,5,0,0,46,2309,65463
1089,1,1,199,9,57,20,21,6,7,4,0,0,55,2188,66480
1090,0,0,516,56,449,86,33,16,1,1,0,0,66,2648,76773
1091,0,0,709,45,115,30,160,45,1,5,0,1,37,2644,81698
1092,1,1,12,0,4,0,0,0,1,5,0,0,47,2299,54466
1093,0,0,1000,19,711,125,115,38,0,1,0,0,60,2291,98777
1094,1,0,19,3,18,3,1,0,3,8,0,0,36,2462,16269
1095,0,1,1224,28,140,0,14,168,3,6,0,0,49,2464,71819
1096,1,0,16,2,18,3,0,24,1,8,0,1,37,2415,33569
1097,0,0,88,39,54,64,28,153,1,6,0,1,37,2441,36262
1098,0,0,2,23,11,8,6,46,1,8,0,0,54,2688,22634
1099,0,1,508,11,59,23,5,29,5,9,0,0,42,2449,47025
1100,0,1,381,28,215,84,28,21,2,3,0,0,52,2425,70566
1101,1,0,74,0,42,2,1,6,2,7,0,0,41,2743,31605
1102,1,1,146,0,93,7,13,73,5,7,0,0,47,2567,52034
1103,1,0,23,17,23,43,20,9,1,3,0,0,41,2346,48526
1104,0,1,110,5,137,26,23,29,2,7,0,0,66,2747,46734
1105,1,1,165,3,147,4,24,41,7,8,0,1,58,2717,39552
1106,1,1,957,47,494,82,47,95,4,8,0,0,54,2849,86358
1107,2,1,41,0,17,3,1,16,2,3,0,0,43,2225,46931
1108,0,0,1,3,4,2,3,11,1,4,0,0,35,2692,16581
1109,0,0,176,29,818,0,33,112,1,4,0,1,68,2350,63998
1110,0,1,815,8,53,11,0,70,4,7,0,0,69,2689,67381
1111,1,1,6,1,2,2,0,4,1,7,0,0,53,2421,25930
1112,1,0,8,4,20,6,3,16,1,5,0,0,42,2181,42693
1113,0,1,717,42,864,219,30,84,2,3,0,0,44,2753,85606
1114,0,0,1067,138,750,0,19,39,1,4,0,1,35,2402,72903
1115,1,0,166,5,107,11,8,29,2,6,0,0,46,2195,49669
1116,1,1,29,4,34,2,4,4,3,9,0,0,52,2852,36778
1117,0,0,714,76,395,116,0,12,1,1,0,1,58,2581,85696
1118,0,0,8,4,10,2,2,4,2,5,0,0,31,2197,10979
1119,0,1,229,5,56,3,2,20,2,7,0,0,59,2671,49678
1120,0,1,320,48,133,39,72,48,4,4,0,0,67,2533,56129
1121,1,0,23,0,26,7,15,3,1,5,0,0,31,2673,37155
1122,1,0,1,5,8,4,8,20,2,6,0,0,42,2208,21282
1123,0,1,56,0,12,0,0,18,2,7,0,0,58,2475,33419
1124,0,0,508,124,249,50,38,134,1,3,0,0,75,2395,63285
1125,1,0,29,0,25,2,2,3,4,4,0,0,46,2318,21255
1126,1,0,46,7,59,2,4,27,2,6,0,1,39,2381,42162
1127,1,1,454,0,171,8,19,32,12,8,0,0,64,2812,54450
1128,0,1,350,3,39,0,0,19,2,8,0,0,66,2388,57744
1129,1,0,10,0,8,0,0,9,1,9,0,1,34,2783,26576
1130,0,0,735,40,183,52,20,30,2,6,0,0,77,2517,57513
1131,0,1,897,126,196,91,112,37,3,6,0,0,56,2828,68142
1132,0,1,5,2,3,3,0,5,1,8,0,0,41,2828,7500
1133,0,0,777,35,731,39,137,114,1,2,0,1,46,2804,83145
1134,0,1,162,6,37,6,13,13,2,1,0,0,60,2246,54197
1135,1,1,35,0,11,0,0,2,4,7,0,0,57,2191,23091
1136,1,1,342,9,112,19,14,19,10,7,0,1,44,2502,46049
1137,0,0,258,105,239,237,172,9,1,4,0,0,46,2730,56715
1138,0,0,658,80,483,123,13,13,1,1,0,0,59,2190,79410
1139,0,1,356,80,329,138,17,106,2,5,0,0,69,2634,57304
1140,0,1,213,5,28,7,7,41,1,5,0,0,55,2257,44375
1141,1,1,454,0,171,8,19,32,12,8,0,0,64,2812,54450
1142,0,1,457,4,29,0,0,9,1,7,0,0,55,2776,59594
1143,0,0,241,45,604,34,26,54,1,2,0,0,26,2835,80685
1144,0,1,210,0,6,0,0,2,2,7,0,0,46,2418,40344
1145,0,1,441,35,83,7,29,11,4,4,0,0,48,2561,62710
1146,0,1,19,13,18,10,7,8,1,3,0,0,52,2518,48985
1147,1,2,28,9,37,12,7,13,3,8,0,0,52,2835,35322
1148,0,0,476,75,162,29,151,97,1,2,0,0,72,2555,77142
1149,0,0,364,40,425,158,60,50,1,1,0,0,51,2317,81657
1150,0,0,0,0,2,3,3,8,1,5,0,0,24,2291,14421
1151,0,0,0,6,3,7,6,12,1,8,0,0,46,2263,20130
1152,0,0,863,83,547,86,99,33,1,5,0,0,30,2831,74214
1153,1,1,349,7,35,0,0,47,3,7,0,0,63,2327,66726
1154,1,0,5,23,15,0,18,14,2,8,0,0,41,2696,23724
1155,0,1,184,2,19,8,8,4,3,5,0,0,60,2387,47353
1156,1,1,8,0,8,0,0,2,1,8,0,0,68,2762,33444
1157,0,1,277,21,64,62,21,25,2,3,0,0,39,2567,54386
1158,1,1,44,5,19,0,4,19,3,5,0,0,39,2601,28510
1159,0,0,1156,120,915,94,144,96,1,1,0,0,29,2295,90638
1160,0,1,373,14,83,6,9,19,3,7,1,0,70,2691,48070
1161,0,1,134,8,76,6,0,11,1,6,0,0,63,2699,43140
1162,0,1,1148,0,60,0,0,24,3,7,0,1,59,2685,54959
1163,1,1,6,12,3,21,6,40,5,5,0,0,62,2581,15056
1164,1,0,4,1,11,0,0,1,1,7,0,0,49,2211,26954
1165,1,0,5,4,8,2,0,5,1,5,0,0,35,2490,22327
1166,1,1,24,2,20,2,2,10,2,4,0,0,55,2470,44393
1167,0,1,899,0,101,0,0,20,1,4,0,0,68,2467,62000
1168,0,1,108,1,28,13,1,4,2,8,0,0,58,2729,31497
1169,0,2,27,2,7,0,2,13,1,5,0,0,46,2281,45894
1170,0,0,816,66,549,216,66,99,1,3,0,1,50,2713,78579
1171,0,1,1298,0,70,37,14,42,4,4,0,1,51,2748,67369
1172,0,1,10,0,11,17,29,29,1,4,0,0,60,2229,58401
1173,0,1,87,13,34,10,6,10,1,5,0,0,68,2291,62307
1174,1,1,57,2,51,4,2,23,3,6,0,0,51,2592,43641
1175,0,1,635,15,100,20,7,131,1,6,0,0,52,2593,63841
1176,0,1,43,12,23,29,15,61,1,4,0,0,55,2460,46891
1177,1,0,964,34,137,15,0,11,2,8,0,0,51,2614,70091
1178,0,0,572,8,259,34,35,80,1,1,0,0,48,2244,78075
1179,0,1,341,142,113,259,151,66,3,5,0,0,59,2817,59184
1180,1,1,63,6,57,13,13,22,4,4,0,0,43,2450,54809
1181,0,1,221,104,169,102,78,84,3,7,1,0,61,2679,58113
1182,0,1,140,3,29,4,5,14,2,4,0,0,62,2339,51412
1183,1,0,1,2,8,4,3,13,2,7,0,1,41,2786,15287
1184,0,0,291,10,689,84,10,0,1,1,0,0,63,2475,66636
1185,0,1,544,13,85,8,6,29,3,8,0,0,64,2653,50965
1186,0,0,684,100,801,21,66,0,1,2,0,0,55,2378,84618
1187,0,0,1,12,9,0,14,7,1,7,0,0,30,2402,18351
1188,0,2,35,0,4,0,0,10,1,5,0,0,63,2292,40451
1189,0,1,87,3,25,3,2,13,2,7,0,0,55,2562,36317
1190,0,1,309,3,24,4,3,20,2,7,0,0,63,2419,42213
1191,0,1,172,73,93,95,78,34,2,1,1,0,65,2599,65748
1192,0,1,625,38,242,50,34,76,2,4,0,0,48,2404,77044
1193,0,0,972,59,913,25,19,59,1,3,0,0,51,2633,74918
1194,1,1,157,6,39,6,13,75,5,6,0,0,48,2765,56721
1195,1,1,48,9,45,3,15,20,4,6,0,1,45,2525,42160
1196,0,1,279,83,88,32,14,34,1,3,0,0,55,2506,61559
1197,1,1,132,0,16,0,0,4,5,9,0,0,57,2849,33629
1198,0,0,919,0,505,99,30,45,1,2,0,0,29,2425,68682
1199,0,1,62,0,22,3,1,26,2,7,0,0,57,2685,34377
1200,1,0,1,45,3,4,6,42,3,8,0,0,34,2835,8940
1201,1,0,2,6,4,3,1,9,1,8,0,0,47,2439,26228
1202,0,0,408,61,109,48,122,41,1,4,0,0,63,2678,77297
1203,1,1,51,1,7,2,1,25,2,8,0,0,39,2493,40211
1204,1,1,62,1,16,3,2,6,4,5,0,0,62,2439,33438
1205,0,1,952,12,180,47,12,12,2,3,0,0,61,2586,75032
1206,0,0,618,15,106,20,7,45,1,6,0,0,65,2419,61284
1207,1,0,11,7,12,2,2,27,2,5,0,1,34,2774,22518
1208,0,1,318,3,17,4,7,56,5,4,0,0,45,2477,54730
1209,1,1,56,0,14,0,0,2,3,7,0,0,65,2250,38452
1210,1,1,110,5,59,7,1,7,5,8,0,0,49,2658,44421
1211,1,0,23,0,11,2,1,3,1,5,0,0,34,2524,38197
1212,0,1,27,5,8,8,3,12,3,4,0,0,42,2299,41986
1213,1,0,18,3,19,3,3,6,2,8,0,0,37,2624,28427
1214,1,0,18,0,9,0,1,11,1,6,0,0,44,2217,37395
1215,1,0,303,0,280,60,147,15,4,6,0,0,49,2193,64722
